food_id,source,usda_food_id,name_zh,name_en,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,gi,gi_level,gi_source,gi_match_note,category,translation_note
sr_legacy_174092,sr_legacy,174092,全谷物白贝果,"Bagels, whole grain white",9.3,0.0,54.52,,,,,Baked Products,
sr_legacy_174094,sr_legacy,174094,全谷物白汉堡面包，钙强化,"Rolls, hamburger, whole grain white, calcium-fortified",9.3,3.49,46.5,,,,,Baked Products,
sr_legacy_174098,sr_legacy,174098,鱼形调味饼干,"Crackers, flavored, fish-shaped",10.16,17.71,65.67,,,,,Baked Products,
sr_legacy_174099,sr_legacy,174099,无麸质白面包，含马铃薯提取物、米淀粉和米粉,"Bread, gluten-free, white, made with potato extract, rice starch, and rice flour",3.13,10.7,52.83,,,,,Baked Products,
sr_legacy_174100,sr_legacy,174100,无麸质白面包，含米粉、玉米淀粉或木薯粉,"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",4.31,5.24,45.78,,,,,Baked Products,
sr_legacy_174101,sr_legacy,174101,无麸质白面包，含木薯淀粉和糙米粉,"Bread, gluten-free, white, made with tapioca starch and brown rice flour",5.4,8.02,51.15,,,,,Baked Products,
sr_legacy_174102,sr_legacy,174102,无麸质全谷物面包，含木薯淀粉和糙米粉,"Bread, gluten-free, whole grain, made with tapioca starch and brown rice flour",7.25,9.34,49.09,,,,,Baked Products,
sr_legacy_174103,sr_legacy,174103,无麸质多谷物蔬菜饼干，含玉米淀粉和白米粉,"Crackers, gluten-free, multigrain and vegetable, made with corn starch and white rice flour",2.5,15.41,76.94,,,,,Baked Products,
sr_legacy_174104,sr_legacy,174104,无麸质多籽多谷物饼干,"Crackers, gluten-free, multi-seeded and multigrain",11.25,15.84,66.3,,,,,Baked Products,
sr_legacy_174182,sr_legacy,174182,欧洲鳀鱼（凤尾鱼），生,"Fish, anchovy, european, raw",20.35,4.84,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174183,sr_legacy,174183,欧洲鳀鱼（凤尾鱼），油浸罐装，沥干固形物,"Fish, anchovy, european, canned in oil, drained solids",28.89,9.71,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174184,sr_legacy,174184,淡水鲈鱼，混合品种，生,"Fish, bass, fresh water, mixed species, raw",18.86,3.69,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174185,sr_legacy,174185,鲤鱼，熟，干热烹调（烤/煎）,"Fish, carp, cooked, dry heat",22.86,7.17,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174186,sr_legacy,174186,沟鲶（channel catfish），野生，生,"Fish, catfish, channel, wild, raw",16.38,2.82,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174187,sr_legacy,174187,沟鲶（channel catfish），熟，裹面衣油炸,"Fish, catfish, channel, cooked, breaded and fried",18.09,13.33,8.04,,,,,Finfish and Shellfish Products,
sr_legacy_174188,sr_legacy,174188,鱼子酱，黑色和红色，颗粒状,"Fish, caviar, black and red, granular",24.6,17.9,4.0,,,,,Finfish and Shellfish Products,
sr_legacy_174189,sr_legacy,174189,大西洋鳕鱼，罐装，固形物和汤汁,"Fish, cod, Atlantic, canned, solids and liquid",22.76,0.86,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174190,sr_legacy,174190,大西洋鳕鱼，干制加盐,"Fish, cod, Atlantic, dried and salted",62.82,2.37,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174191,sr_legacy,174191,太平洋鳕鱼，生，可能曾冷冻,"Fish, cod, Pacific, raw (may have been previously frozen)",15.27,0.41,0.0,,,,,Finfish and Shellfish Products,原名标注可能曾冷冻
sr_legacy_174192,sr_legacy,174192,大西洋石首鱼（croaker），生,"Fish, croaker, Atlantic, raw",17.78,3.17,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174193,sr_legacy,174193,鳗鱼，混合品种，生,"Fish, eel, mixed species, raw",18.44,11.66,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174194,sr_legacy,174194,鳗鱼，混合品种，熟，干热烹调（烤/煎）,"Fish, eel, mixed species, cooked, dry heat",23.65,14.95,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174195,sr_legacy,174195,冷冻鱼条，已制备,"Fish, fish sticks, frozen, prepared",11.01,16.23,21.66,,,,,Finfish and Shellfish Products,
sr_legacy_174196,sr_legacy,174196,比目鱼（鲽鱼/鳎鱼类），生,"Fish, flatfish (flounder and sole species), raw",12.41,1.93,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174197,sr_legacy,174197,比目鱼（鲽鱼/鳎鱼类），熟，干热烹调（烤/煎）,"Fish, flatfish (flounder and sole species), cooked, dry heat",15.24,2.37,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174198,sr_legacy,174198,黑线鳕，熟，干热烹调（烤/煎）,"Fish, haddock, cooked, dry heat",19.99,0.55,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174199,sr_legacy,174199,黑线鳕，烟熏,"Fish, haddock, smoked",25.23,0.96,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174200,sr_legacy,174200,大西洋和太平洋大比目鱼，生,"Fish, halibut, Atlantic and Pacific, raw",18.56,1.33,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174201,sr_legacy,174201,大西洋和太平洋大比目鱼，熟，干热烹调（烤/煎）,"Fish, halibut, Atlantic and Pacific, cooked, dry heat",22.54,1.61,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174202,sr_legacy,174202,阿拉斯加帝王蟹，熟，水煮/蒸煮,"Crustaceans, crab, alaska king, cooked, moist heat",19.35,1.54,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174203,sr_legacy,174203,仿阿拉斯加帝王蟹肉，鱼糜制,"Crustaceans, crab, alaska king, imitation, made from surimi",7.62,0.46,15.0,,,,,Finfish and Shellfish Products,鱼糜制品，保留 surimi 便于核对
sr_legacy_174204,sr_legacy,174204,蓝蟹，生,"Crustaceans, crab, blue, raw",18.06,1.08,0.04,,,,,Finfish and Shellfish Products,
sr_legacy_174205,sr_legacy,174205,蓝蟹，熟，水煮/蒸煮,"Crustaceans, crab, blue, cooked, moist heat",17.88,0.74,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174206,sr_legacy,174206,小龙虾/淡水螯虾，混合品种，野生，生,"Crustaceans, crayfish, mixed species, wild, raw",15.97,0.95,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174207,sr_legacy,174207,小龙虾/淡水螯虾，混合品种，野生，熟，水煮/蒸煮,"Crustaceans, crayfish, mixed species, wild, cooked, moist heat",16.77,1.2,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174208,sr_legacy,174208,北方龙虾（美洲龙虾），生,"Crustaceans, lobster, northern, raw",16.52,0.75,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174209,sr_legacy,174209,北方龙虾（美洲龙虾），熟，水煮/蒸煮,"Crustaceans, lobster, northern, cooked, moist heat",19.0,0.86,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174210,sr_legacy,174210,虾，混合品种，生，可能含保水添加剂,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",13.61,1.01,0.91,,,,,Finfish and Shellfish Products,原名标注可能含保水添加剂
sr_legacy_174211,sr_legacy,174211,刺龙虾/岩龙虾，混合品种，生,"Crustaceans, spiny lobster, mixed species, raw",20.6,1.51,2.43,,,,,Finfish and Shellfish Products,
sr_legacy_174212,sr_legacy,174212,鲍鱼，混合品种，生,"Mollusks, abalone, mixed species, raw",17.1,0.76,6.01,,,,,Finfish and Shellfish Products,
sr_legacy_174213,sr_legacy,174213,鲍鱼，混合品种，熟，油炸,"Mollusks, abalone, mixed species, cooked, fried",19.63,6.78,11.05,,,,,Finfish and Shellfish Products,
sr_legacy_174214,sr_legacy,174214,蛤蜊，混合品种，生,"Mollusks, clam, mixed species, raw",14.67,0.96,3.57,,,,,Finfish and Shellfish Products,
sr_legacy_174215,sr_legacy,174215,墨鱼/乌贼，混合品种，生,"Mollusks, cuttlefish, mixed species, raw",16.24,0.7,0.82,,,,,Finfish and Shellfish Products,
sr_legacy_174216,sr_legacy,174216,蓝贻贝/青口贝，生,"Mollusks, mussel, blue, raw",11.9,2.24,3.69,,,,,Finfish and Shellfish Products,
sr_legacy_174217,sr_legacy,174217,蓝贻贝/青口贝，熟，水煮/蒸煮,"Mollusks, mussel, blue, cooked, moist heat",23.8,4.48,7.39,,,,,Finfish and Shellfish Products,
sr_legacy_174218,sr_legacy,174218,普通章鱼，生,"Mollusks, octopus, common, raw",14.91,1.04,2.2,,,,,Finfish and Shellfish Products,
sr_legacy_174219,sr_legacy,174219,太平洋牡蛎，生,"Mollusks, oyster, Pacific, raw",9.45,2.3,4.95,,,,,Finfish and Shellfish Products,
sr_legacy_174220,sr_legacy,174220,扇贝，混合品种，生,"Mollusks, scallop, mixed species, raw",12.06,0.49,3.18,,,,,Finfish and Shellfish Products,
sr_legacy_174221,sr_legacy,174221,扇贝，混合品种，熟，裹面衣油炸,"Mollusks, scallop, mixed species, cooked, breaded and fried",18.07,10.94,10.13,,,,,Finfish and Shellfish Products,
sr_legacy_174222,sr_legacy,174222,扇贝，混合品种，仿制，鱼糜制,"Mollusks, scallop, mixed species, imitation, made from surimi",12.77,0.41,10.62,,,,,Finfish and Shellfish Products,鱼糜制品，保留 surimi 便于核对
sr_legacy_174223,sr_legacy,174223,鱿鱼，混合品种，生,"Mollusks, squid, mixed species, raw",15.58,1.38,3.08,,,,,Finfish and Shellfish Products,
sr_legacy_174224,sr_legacy,174224,狗鲑/秋鲑，罐装，不加盐，沥干固形物，带骨,"Fish, salmon, chum, canned, without salt, drained solids with bone",21.43,5.5,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174225,sr_legacy,174225,粉红三文鱼（粉鲑），罐装，不加盐，带骨固形物和汤汁,"Fish, salmon, pink, canned, without salt, solids with bone and liquid",19.78,6.05,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174226,sr_legacy,174226,红鲑三文鱼（Sockeye），罐装，不加盐，沥干固形物，带骨,"Fish, salmon, sockeye, canned, without salt, drained solids with bone",20.47,7.31,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174227,sr_legacy,174227,淡色金枪鱼，油浸罐装，不加盐，沥干固形物,"Fish, tuna, light, canned in oil, without salt, drained solids",29.13,8.21,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174228,sr_legacy,174228,条纹鲈，熟，干热烹调（烤/煎）,"Fish, bass, striped, cooked, dry heat",22.73,2.99,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174229,sr_legacy,174229,蓝鱼（bluefish），熟，干热烹调（烤/煎）,"Fish, bluefish, cooked, dry heat",25.69,5.44,0.0,,,,,Finfish and Shellfish Products,少见鱼名，保留英文 bluefish 便于核对
sr_legacy_174230,sr_legacy,174230,江鳕，熟，干热烹调（烤/煎）,"Fish, burbot, cooked, dry heat",24.76,1.04,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174231,sr_legacy,174231,奶油鱼（butterfish），熟，干热烹调（烤/煎）,"Fish, butterfish, cooked, dry heat",22.15,10.28,0.0,,,,,Finfish and Shellfish Products,少见鱼名，保留英文 butterfish 便于核对
sr_legacy_174232,sr_legacy,174232,格陵兰大比目鱼，熟，干热烹调（烤/煎）,"Fish, halibut, greenland, cooked, dry heat",18.42,17.74,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174233,sr_legacy,174233,太平洋鲱鱼，熟，干热烹调（烤/煎）,"Fish, herring, Pacific, cooked, dry heat",21.01,17.79,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174234,sr_legacy,174234,鳕鳚鱼（ling），熟，干热烹调（烤/煎）,"Fish, ling, cooked, dry heat",24.35,0.82,0.0,,,,,Finfish and Shellfish Products,少见鱼名，保留英文 ling 便于核对
sr_legacy_174235,sr_legacy,174235,长鳕（lingcod），熟，干热烹调（烤/煎）,"Fish, lingcod, cooked, dry heat",22.64,1.36,0.0,,,,,Finfish and Shellfish Products,少见鱼名，保留英文 lingcod 便于核对
sr_legacy_174236,sr_legacy,174236,大王鲭，熟，干热烹调（烤/煎）,"Fish, mackerel, king, cooked, dry heat",26.0,2.56,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174237,sr_legacy,174237,大西洋狭鳕，熟，干热烹调（烤/煎）,"Fish, pollock, Atlantic, cooked, dry heat",24.92,1.26,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174238,sr_legacy,174238,海鳚鱼（ocean pout），熟，干热烹调（烤/煎）,"Fish, pout, ocean, cooked, dry heat",21.33,1.17,0.0,,,,,Finfish and Shellfish Products,少见鱼名，保留英文 pout 便于核对
sr_legacy_174239,sr_legacy,174239,鱼卵，混合品种，熟，干热烹调（烤/煎）,"Fish, roe, mixed species, cooked, dry heat",28.62,8.23,1.92,,,,,Finfish and Shellfish Products,
sr_legacy_174240,sr_legacy,174240,银鳕鱼/黑鳕（sablefish），熟，干热烹调（烤/煎）,"Fish, sablefish, cooked, dry heat",17.19,19.62,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174241,sr_legacy,174241,北美鲷（scup），熟，干热烹调（烤/煎）,"Fish, scup, cooked, dry heat",24.21,3.5,0.0,,,,,Finfish and Shellfish Products,少见鱼名，保留英文 scup 便于核对
sr_legacy_174242,sr_legacy,174242,海鳟，混合品种，熟，干热烹调（烤/煎）,"Fish, seatrout, mixed species, cooked, dry heat",21.46,4.63,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174243,sr_legacy,174243,美洲西鲱（shad），熟，干热烹调（烤/煎）,"Fish, shad, american, cooked, dry heat",21.71,17.65,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174244,sr_legacy,174244,斑点石首鱼（spot），熟，干热烹调（烤/煎）,"Fish, spot, cooked, dry heat",23.73,6.28,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174245,sr_legacy,174245,欧洲多宝鱼/大菱鲆，熟，干热烹调（烤/煎）,"Fish, turbot, european, cooked, dry heat",20.58,3.78,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174246,sr_legacy,174246,白鱼，混合品种，熟，干热烹调（烤/煎）,"Fish, whitefish, mixed species, cooked, dry heat",24.47,7.51,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174247,sr_legacy,174247,大西洋狼鱼，熟，干热烹调（烤/煎）,"Fish, wolffish, Atlantic, cooked, dry heat",22.44,3.06,0.0,,,,,Finfish and Shellfish Products,少见鱼名，保留英文 wolffish 便于核对
sr_legacy_174248,sr_legacy,174248,黄尾鱼/鰤鱼，混合品种，熟，干热烹调（烤/煎）,"Fish, yellowtail, mixed species, cooked, dry heat",29.67,6.72,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174249,sr_legacy,174249,普通章鱼，熟，水煮/蒸煮,"Mollusks, octopus, common, cooked, moist heat",29.82,2.08,4.4,,,,,Finfish and Shellfish Products,
sr_legacy_174250,sr_legacy,174250,太平洋牡蛎，熟，水煮/蒸煮,"Mollusks, oyster, Pacific, cooked, moist heat",18.9,4.6,9.9,,,,,Finfish and Shellfish Products,
sr_legacy_174251,sr_legacy,174251,橙棘鲷（orange roughy），熟，干热烹调（烤/煎）,"Fish, roughy, orange, cooked, dry heat",22.64,0.9,0.0,,,,,Finfish and Shellfish Products,
sr_legacy_174252,sr_legacy,174252,大粒利马豆，成熟籽粒，生,"Lima beans, large, mature seeds, raw",21.46,0.69,63.38,,,,,Legumes and Legume Products,Lima bean 译为利马豆
sr_legacy_174253,sr_legacy,174253,大粒利马豆，成熟籽粒，煮熟，不加盐,"Lima beans, large, mature seeds, cooked, boiled, without salt",7.8,0.38,20.88,,,,,Legumes and Legume Products,Lima bean 译为利马豆
sr_legacy_174254,sr_legacy,174254,大粒利马豆，成熟籽粒，罐装,"Lima beans, large, mature seeds, canned",4.93,0.17,14.91,,,,,Legumes and Legume Products,Lima bean 译为利马豆
sr_legacy_174255,sr_legacy,174255,小粒利马豆，成熟籽粒，生,"Lima beans, thin seeded (baby), mature seeds, raw",20.62,0.93,62.83,,,,,Legumes and Legume Products,thin seeded/baby 指小粒利马豆
sr_legacy_174256,sr_legacy,174256,绿豆，成熟籽粒，生,"Mung beans, mature seeds, raw",23.86,1.15,62.62,,,,,Legumes and Legume Products,
sr_legacy_174257,sr_legacy,174257,绿豆，成熟籽粒，煮熟，不加盐,"Mung beans, mature seeds, cooked, boiled, without salt",7.02,0.38,19.15,,,,,Legumes and Legume Products,
sr_legacy_174258,sr_legacy,174258,粉丝（绿豆制，中国粉丝），干,"Noodles, chinese, cellophane or long rice (mung beans), dehydrated",0.16,0.06,86.09,,,,,Legumes and Legume Products,Cellophane noodles/long rice 指绿豆粉丝
sr_legacy_174259,sr_legacy,174259,黑绿豆（Urad bean），成熟籽粒，生,"Mungo beans, mature seeds, raw",25.21,1.64,58.99,,,,,Legumes and Legume Products,Mungo/black gram 常见于南亚饮食，保留 Urad 便于核对
sr_legacy_174260,sr_legacy,174260,花生，各类型，水煮，加盐,"Peanuts, all types, cooked, boiled, with salt",13.5,22.01,21.26,,,,,Legumes and Legume Products,
sr_legacy_174261,sr_legacy,174261,花生，各类型，油炸/油烤，加盐,"Peanuts, all types, oil-roasted, with salt",28.03,52.5,15.26,,,,,Legumes and Legume Products,oil-roasted 按油烤/油炸处理
sr_legacy_174262,sr_legacy,174262,花生，各类型，干烤，加盐,"Peanuts, all types, dry-roasted, with salt",24.35,49.66,21.26,,,,,Legumes and Legume Products,
sr_legacy_174263,sr_legacy,174263,西班牙花生，生,"Peanuts, spanish, raw",26.15,49.6,15.83,,,,,Legumes and Legume Products,Spanish peanut 为花生品种名
sr_legacy_174264,sr_legacy,174264,弗吉尼亚花生，油炸/油烤，加盐,"Peanuts, virginia, oil-roasted, with salt",25.87,48.62,19.86,,,,,Legumes and Legume Products,Virginia peanut 为花生品种名
sr_legacy_174265,sr_legacy,174265,花生酱，颗粒型，加盐,"Peanut butter, chunk style, with salt",24.06,49.94,21.57,,,,,Legumes and Legume Products,chunk style 译为颗粒型
sr_legacy_174266,sr_legacy,174266,花生酱，顺滑型，加盐,"Peanut butter, smooth style, with salt (Includes foods for USDA's Food Distribution Program)",22.21,51.36,22.31,,,,,Legumes and Legume Products,原文含 USDA Food Distribution Program 说明，中文名中省略
sr_legacy_174267,sr_legacy,174267,脱脂花生粉,"Peanut flour, defatted",52.2,0.55,34.7,,,,,Legumes and Legume Products,
sr_legacy_174268,sr_legacy,174268,植物蛋白肉类填充料,Meat extender,41.71,2.97,34.71,,,,,Legumes and Legume Products,Meat extender 多为用于肉制品的植物蛋白填充料
sr_legacy_174270,sr_legacy,174270,黄豆，成熟籽粒，生,"Soybeans, mature seeds, raw",36.49,19.94,30.16,,,,,Legumes and Legume Products,Soybean 译为黄豆
sr_legacy_174271,sr_legacy,174271,黄豆，成熟籽粒，煮熟，不加盐,"Soybeans, mature cooked, boiled, without salt",18.21,8.97,8.36,,,,,Legumes and Legume Products,Soybean 译为黄豆
sr_legacy_174272,sr_legacy,174272,天贝,Tempeh,20.29,10.8,7.64,,,,,Legumes and Legume Products,Tempeh 译为天贝
sr_legacy_174273,sr_legacy,174273,全脂大豆粉，生,"Soy flour, full-fat, raw",37.81,20.65,31.92,,,,,Legumes and Legume Products,
sr_legacy_174274,sr_legacy,174274,全脂大豆粉，烤制,"Soy flour, full-fat, roasted",38.09,21.86,30.38,,,,,Legumes and Legume Products,
sr_legacy_174275,sr_legacy,174275,脱脂大豆粉,"Soy flour, defatted",51.46,1.22,33.92,,,,,Legumes and Legume Products,
sr_legacy_174276,sr_legacy,174276,大豆分离蛋白,Soy protein isolate,88.32,3.39,0,,,,,Legumes and Legume Products,
sr_legacy_174277,sr_legacy,174277,日式酱油（Shoyu），大豆和小麦制,Soy sauce made from soy and wheat (shoyu),8.14,0.57,4.93,,,,,Legumes and Legume Products,Shoyu 保留英文便于核对
sr_legacy_174278,sr_legacy,174278,溜酱油（Tamari），大豆制,Soy sauce made from soy (tamari),10.51,0.1,5.57,,,,,Legumes and Legume Products,Tamari 保留英文便于核对
sr_legacy_174279,sr_legacy,174279,水解植物蛋白酱油,Soy sauce made from hydrolyzed vegetable protein,7,0.51,7.84,,,,,Legumes and Legume Products,Hydrolyzed vegetable protein 为水解植物蛋白
sr_legacy_174280,sr_legacy,174280,腐乳（盐渍发酵豆腐）,"Tofu, salted and fermented (fuyu)",8.92,8,4.38,,,,,Legumes and Legume Products,Fuyu 指腐乳/发酵豆腐
sr_legacy_174281,sr_legacy,174281,豇豆，成熟籽粒，生,"Yardlong beans, mature seeds, raw",24.33,1.31,61.91,,,,,Legumes and Legume Products,Yardlong bean 译为豇豆/长豆角；此处为成熟籽粒
sr_legacy_174282,sr_legacy,174282,豇豆，成熟籽粒，煮熟，不加盐,"Yardlong beans, mature seeds, cooked, boiled, without salt",8.29,0.45,21.09,,,,,Legumes and Legume Products,Yardlong bean 译为豇豆/长豆角；此处为成熟籽粒
sr_legacy_174283,sr_legacy,174283,四棱豆，成熟籽粒，生,"Winged beans, mature seeds, raw",29.65,16.32,41.71,,,,,Legumes and Legume Products,Winged bean 译为四棱豆
sr_legacy_174284,sr_legacy,174284,红扁豆，生,"Lentils, pink or red, raw",23.91,2.17,63.1,,,,,Legumes and Legume Products,Pink or red lentils 译为红扁豆
sr_legacy_174285,sr_legacy,174285,红腰豆，成熟籽粒，罐装，沥干固形物,"Beans, kidney, red, mature seeds, canned, drained solids",7.98,1.05,21.49,,,,,Legumes and Legume Products,
sr_legacy_174286,sr_legacy,174286,斑豆罐头，沥干固形物,"Beans, pinto, canned, drained solids",6.99,0.9,20.22,,,,,Legumes and Legume Products,Pinto bean 译为斑豆
sr_legacy_174287,sr_legacy,174287,素汉堡饼或大豆汉堡饼，未烹调,"Veggie burgers or soyburgers, unprepared",15.7,6.3,14.27,,,,,Legumes and Legume Products,Veggie burger/soyburger 保留语义为素汉堡饼/大豆汉堡饼
sr_legacy_174288,sr_legacy,174288,鹰嘴豆粉（Besan）,Chickpea flour (besan),22.39,6.69,57.82,,,,,Legumes and Legume Products,Besan 是南亚常用鹰嘴豆粉名称，保留英文便于搜索
sr_legacy_174289,sr_legacy,174289,鹰嘴豆泥，商业制品,"Hummus, commercial",7.78,17.82,15,,,,,Legumes and Legume Products,Hummus 译为鹰嘴豆泥
sr_legacy_174290,sr_legacy,174290,特硬豆腐，盐卤制,"Tofu, extra firm, prepared with nigari",9.98,5.26,1.18,,,,,Legumes and Legume Products,nigari 指盐卤凝固剂
sr_legacy_174291,sr_legacy,174291,硬豆腐，盐卤制,"Tofu, hard, prepared with nigari",12.68,9.99,4.39,,,,,Legumes and Legume Products,nigari 指盐卤凝固剂
sr_legacy_174296,sr_legacy,174296,重炸豆泥罐头，素食,"Refried beans, canned, vegetarian",5.28,0.87,13.5,,,,,Legumes and Legume Products,Refried beans 常见译为重炸豆泥/墨西哥豆泥
sr_legacy_174298,sr_legacy,174298,重炸豆泥罐头，传统风味，减钠,"Refried beans, canned, traditional, reduced sodium",4.98,2.01,13.55,,,,,Legumes and Legume Products,Refried beans 常见译为重炸豆泥/墨西哥豆泥
sr_legacy_174299,sr_legacy,174299,黄豆，成熟籽粒，煮熟，加盐,"Soybeans, mature seeds, cooked, boiled, with salt",18.21,8.97,8.36,,,,,Legumes and Legume Products,Soybean 译为黄豆
sr_legacy_174300,sr_legacy,174300,黄豆，成熟籽粒，烤制，不加盐,"Soybeans, mature seeds, roasted, no salt added",38.55,25.4,30.22,,,,,Legumes and Legume Products,Soybean 译为黄豆
sr_legacy_174301,sr_legacy,174301,大豆浓缩蛋白，酸洗法制成,"Soy protein concentrate, produced by acid wash",63.63,0.46,25.41,,,,,Legumes and Legume Products,
sr_legacy_174302,sr_legacy,174302,大豆分离蛋白，钾型,"Soy protein isolate, potassium type",88.32,0.53,2.59,,,,,Legumes and Legume Products,
sr_legacy_174303,sr_legacy,174303,高野豆腐（冻干豆腐），石膏制,"Tofu, dried-frozen (koyadofu), prepared with calcium sulfate",52.43,30.34,8.3,,,,,Legumes and Legume Products,calcium sulfate 指石膏凝固剂
sr_legacy_174304,sr_legacy,174304,炸豆腐，石膏制,"Tofu, fried, prepared with calcium sulfate",18.82,20.18,8.86,,,,,Legumes and Legume Products,calcium sulfate 指石膏凝固剂
sr_legacy_174305,sr_legacy,174305,腐乳（盐渍发酵豆腐），石膏制,"Tofu, salted and fermented (fuyu), prepared with calcium sulfate",8.15,8,5.15,,,,,Legumes and Legume Products,Fuyu 指腐乳/发酵豆腐；calcium sulfate 为石膏
sr_legacy_174306,sr_legacy,174306,豇豆，成熟籽粒，煮熟，加盐,"Yardlong beans, mature seeds, cooked, boiled, with salt",8.29,0.45,21.09,,,,,Legumes and Legume Products,Yardlong bean 译为豇豆/长豆角；此处为成熟籽粒
sr_legacy_174307,sr_legacy,174307,羔羊肉，修整零售切块混合，仅可分离瘦肉，外部脂肪修整至1/4英寸，Choice等级，生,"Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, raw",20.29,5.25,0.0,,,,,"Lamb, Veal, and Game Products",
sr_legacy_174308,sr_legacy,174308,羔羊肉，修整零售切块混合，仅可分离瘦肉，外部脂肪修整至1/4英寸，Choice等级，熟,"Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, cooked",28.22,9.52,0.0,,,,,"Lamb, Veal, and Game Products",
sr_legacy_174309,sr_legacy,174309,羔羊肉，修整零售切块混合，可分离脂肪，外部脂肪修整至1/4英寸，Choice等级，生,"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, raw",6.65,70.61,0.0,,,,,"Lamb, Veal, and Game Products",
sr_legacy_174310,sr_legacy,174310,羔羊肉，修整零售切块混合，可分离脂肪，外部脂肪修整至1/4英寸，Choice等级，熟,"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, cooked",12.16,59.18,0.0,,,,,"Lamb, Veal, and Game Products",
sr_legacy_174311,sr_legacy,174311,羔羊肉，整只羊腿（含小腿和沙朗），可分离瘦肉和脂肪，外部脂肪修整至1/4英寸，Choice等级，生,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, raw",17.91,17.07,0.0,,,,,"Lamb, Veal, and Game Products",
sr_legacy_174312,sr_legacy,174312,羔羊肉，整只羊腿（含小腿和沙朗），可分离瘦肉和脂肪，外部脂肪修整至1/4英寸，Choice等级，熟，烤制,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",25.55,16.48,0.0,,,,,"Lamb, Veal, and Game Products",
sr_legacy_174313,sr_legacy,174313,羔羊肉，整只羊腿（含小腿和沙朗），仅可分离瘦肉，外部脂肪修整至1/4英寸，Choice等级，生,"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, raw",20.56,4.51,0.0,,,,,"Lamb, Veal, and Game Products",
sr_legacy_174314,sr_legacy,174314,羔羊肉，整只羊腿（含小腿和沙朗），仅可分离瘦肉，外部脂肪修整至1/4英寸，Choice等级，熟，烤制,"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",28.3,7.74,0.0,,,,,"Lamb, Veal, and Game Products",
sr_legacy_174315,sr_legacy,174315,羊腿小腿半边，可分离瘦肉和脂肪，外部脂肪修整至1/4英寸，Choice等级，生,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",18.58,13.49,0.0,,,,,"Lamb, Veal, and Game Products",
